a posteriori	à posteriori
affleurer	affleurés
affligé	affligée
affligeant	affligeante
affligeant	affligeantes
affligeant	affligeants
affliger	affligé
affligé	affligés
affliger	affligea
affliger	affligeai
affliger	affligeaient
affliger	affligeais
affliger	affligeâmes
affliger	affligeait
affliger	affligeant
affliger	affligeasse
affliger	afflige
affliger	affligeas
affliger	affligeassent
affliger	affligeassions
affliger	affligeât
affliger	affligeasses
affliger	affligeâtes
affliger	affligeassiez
affliger	affligées
affliger	affligeons
affliger	affligée
affliger	affligerai
affliger	affligeraient
affliger	affligent
affliger	affligerais
affliger	affligerait
affliger	affligèrent
affliger	affligera
affliger	affligeras
affliger	affligeriez
affliger	affligerions
affliger	affligerez
affliger	affligerons
affliger	affligés
affliger	affligeront
affliger	affliges
affliger	affligiez
affliger	affligions
afflouer	afflouai
afflouer	afflouaient
affliger	affligez
afflouer	afflouais
afflouer	afflouâmes
afflouer	afflouait
afflouer	affloua
afflouer	afflouant
afflouer	afflouasse
afflouer	afflouasses
afflouer	afflouassent
afflouer	afflouassions
afflouer	afflouât
afflouer	afflouassiez
afflouer	afflouâtes
afflouer	afflouas
afflouer	afflouée
afflouer	afflouées
afflouer	afflouent
afflouer	afflouera
afflouer	afflouerai
afflouer	affloueraient
afflouer	affloué
afflouer	afflouerais
afflouer	affloueras
afflouer	afflouerait
afflouer	afflouerez
afflouer	afflouèrent
afflouer	affloueriez
afflouer	afflouerions
afflouer	affloueront
afflouer	afflouerons
afflouer	affloués
afflouer	affloues
afflouer	affloue
afflouer	afflouiez
afflouer	afflouions
affluence	affluences
afflouer	afflouons
affluent	affluentes
affluer	afflua
affluent	affluents
affluer	affluaient
affluer	affluai
afflouer	afflouez
affluer	affluâmes
affluer	affluant
affluer	affluais
affluer	affluasse
affluer	affluas
affluer	affluassent
affluer	affluassiez
affluer	affluait
affluer	affluasses
affluer	affluâtes
affluer	affluassions
affluer	afflue
affluer	afflué
affluer	affluent
affluer	affluerai
affluer	affluera
affluer	afflueraient
affluer	affluerait
affluer	affluât
affluer	afflueras
affluer	affluerez
affluer	affluerais
affluer	affluèrent
affluer	afflueriez
affluer	affluerions
affluer	afflueront
affluer	affluez
affluer	affluiez
affluer	affluions
affluer	affluerons
affluer	afflues
affolant	affolantes
affluer	affluons
affolant	affolante
affolant	affolants
affolé	affolés
affolé	affolées
affoler	affola
affolé	affolée
affoler	affolaient
affolement	affolements
affoler	affolai
affoler	affolais
affoler	affolâmes
affoler	affolas
affoler	affolant
affoler	affolasse
affoler	affolasses
affoler	affolassent
affoler	affolassions
affoler	affolât
affoler	affolassiez
affoler	affolâtes
affoler	affolé
affoler	affolait
affoler	affolées
affoler	affolent
affoler	affolée
affoler	affolerai
affoler	affoleraient
affoler	affolera
affoler	affolerais
affoler	affolerait
affoler	affolèrent
affoler	affolerez
affoler	affoleras
affoler	affoleriez
affoler	affolerions
affoler	affole
affoler	affolerons
affoler	affoleront
affoler	affolez
affoler	affolés
affoler	affolions
affoler	affolons
affoler	affoles
affouage	affouages
affouillement	affouillements
affouiller	affouillé
affouiller	affouillait
affoler	affoliez
affranchi	affranchie
affranchi	affranchies
affranchi	affranchis
affranchir	affranchie
affranchir	affranchies
affranchir	affranchîmes
affranchir	affranchirai
affranchir	affranchiraient
affranchir	affranchirais
affranchir	affranchi
affranchir	affranchirait
affranchir	affranchirent
affranchir	affranchirez
affranchir	affranchiriez
affranchir	affranchirions
affranchir	affranchirons
affranchir	affranchiront
affranchir	affranchis
affranchir	affranchira
affranchir	affranchiras
affranchir	affranchissais
affranchir	affranchissaient
affranchir	affranchissant
affranchir	affranchissent
affranchir	affranchisses
affranchir	affranchissait
affranchir	affranchissiez
affranchir	affranchissez
affranchir	affranchissions
affranchir	affranchisse
affranchir	affranchissons
affranchir	affranchît
affranchir	affranchîtes
affranchissement	affranchissements
affrètement	affrètements
affre	affres
affranchir	affranchit
affréter	affrétaient
affréter	affrétais
affréter	affrétai
affréter	affrétait
affréter	affrétâmes
affréter	affrétas
affréter	affrétant
affréter	affrétasse
affréter	affrétasses
affréter	affrétassiez
affréter	affrétassions
affréter	affrétât
affréter	affrétassent
affréter	affrétâtes
affréter	affrète
affréter	affrété
affréter	affrétée
affréter	affrètent
affréter	affréta
affréter	affrétées
affréter	affrétera
affréter	affréterai
affréter	affréterait
affréter	affréteraient
affréter	affréteras
affréter	affréterais
affréter	affréteriez
affréter	affrétèrent
affréter	affréterions
affréter	affréteront
affréter	affrétés
affréter	affréterons
affréter	affréterez
affréter	affrétiez
affréter	affrètes
affréter	affrétions
affreux	affreuse
affréter	affrétons
affréter	affrétez
affriander	affrianda
affriander	affriandai
affriander	affriandaient
affriander	affriandait
affriander	affriandâmes
affriander	affriandais
affreux	affreuses
affriander	affriandant
affriander	affriandasse
affriander	affriandasses
affriander	affriandassent
affriander	affriandassions
affriander	affriandât
affriander	affriandassiez
affriander	affriandâtes
affriander	affriandé
affriander	affriandée
affriander	affriandées
affriander	affriande
affriander	affriandas
affriander	affriandera
affriander	affrianderai
affriander	affrianderais
affriander	affrianderaient
affriander	affrianderait
affriander	affriandèrent
affriander	affriandent
affriander	affrianderas
affriander	affrianderiez
affriander	affrianderions
affriander	affrianderons
affriander	affrianderez
affriander	affrianderont
affriander	affriandez
affriander	affriandes
affriander	affriandés
affriander	affriandions
affriolant	affriolante
affriolant	affriolantes
affriolant	affriolants
affrioler	affriola
affriander	affriandiez
affrioler	affriolaient
affriander	affriandons
affrioler	affriolait
affrioler	affriolais
affrioler	affriolâmes
affrioler	affriolas
affrioler	affriolant
affrioler	affriolasse
affrioler	affriolassent
affrioler	affriolassiez
affrioler	affriolassions
affrioler	affriolât
affrioler	affriolasses
affrioler	affriolai
affrioler	affriolâtes
affrioler	affriolé
affrioler	affriolée
affrioler	affriolées
affrioler	affriolera
affrioler	affriolerai
affrioler	affrioleraient
affrioler	affriolerais
affrioler	affriolerait
affrioler	affrioleras
affrioler	affriolèrent
affrioler	affriole
affrioler	affriolent
affrioler	affrioleriez
affrioler	affriolerions
affrioler	affriolerons
affrioler	affrioles
affrioler	affriolerez
affrioler	affrioleront
affrioler	affriolés
affrioler	affriolions
affrioler	affriolez
affrioler	affriolons
affronté	affrontées
affront	affronts
affrioler	affrioliez
affrontement	affrontements
affronter	affrontai
affronté	affrontés
affronter	affrontaient
affronter	affrontait
affronter	affrontâmes
affronter	affrontant
affronter	affrontas
affronter	affronta
affronter	affrontasse
affronter	affrontasses
affronter	affrontassent
affronter	affrontassions
affronter	affrontais
affronter	affrontassiez
affronter	affrontâtes
affronter	affronte
affronter	affrontât
affronter	affrontées
affronter	affrontent
affronter	affronté
affronter	affrontée
affronter	affronterai
affronter	affronteraient
affronter	affronterait
affronter	affronteras
affronter	affronterais
affronter	affrontèrent
affronter	affronterez
affronter	affronteriez
affronter	affronterions
affronter	affronteront
affronter	affrontes
affronter	affronterons
affronter	affrontera
affronter	affrontez
affronter	affrontiez
affronter	affrontions
affronter	affrontés
affublé	affublée
affronter	affrontons
affublé	affublés
affubler	affublaient
affubler	affublais
affubler	affublait
affubler	affubla
affubler	affublai
affubler	affublâmes
affubler	affublas
affubler	affublant
affubler	affublassent
affubler	affublasses
affubler	affublassiez
affubler	affublassions
affubler	affublasse
affubler	affublât
affubler	affublâtes
affubler	affuble
affubler	affublé
affubler	affublées
affubler	affublent
affubler	affublerai
affubler	affublera
affubler	affubleraient
affubler	affublerais
affubler	affubleras
affubler	affublée
affubler	affublerez
affubler	affubleriez
affubler	affublèrent
affubler	affublerons
affubler	affublerions
affubler	affublerait
affubler	affublés
affubler	affubleront
affubler	affubliez
affubler	affublez
affubler	affubles
affubler	affublons
affurer	affure
affubler	affublions
affurer	affurait
affurer	affuré
affurer	affurée
affusion	affusions
affûter	affûta
affûter	affûtaient
affût	affûts
affûter	affûtais
affûter	affûtait
affûter	affûtâmes
affurer	affures
affûter	affûtai
affûter	affûtasse
affûter	affûtassent
affûter	affûtasses
affûter	affûtassiez
affûter	affûtant
affûter	affûtassions
affûter	affûtâtes
affûter	affûtât
affûter	affûté
affûter	affûtas
affûter	affûtée
affûter	affûtent
affûter	affûtées
affûter	affûtera
affûter	affûteraient
affûter	affûterai
affûter	affûterais
affûter	affûteras
affûter	affûterait
affûter	affûtèrent
affûter	affûte
affûter	affûterez
affûter	affûterions
affûter	affûteront
affûter	affûterons
affûter	affûteriez
affûter	affûtés
affûter	affûtiez
affûter	affûtez
affûter	affûtes
affûter	affûtions
afghan	afghane
afghan	afghanes
aficionado	aficionados
afghan	afghans
aflatoxine	aflatoxines
afocal	afocales
affûter	affûtons
afocal	afocale
africain	africaine
africain	africaines
africanisation	africanisations
afrikaner	afrikaners
afro-américain	afro-américaine
afro-américain	afro-américains
africain	africains
afro-brésilien	afro-brésilienne
afro-cubain	afro-cubains
after-shave	after shave
aga	agas
afocal	afocaux
agaçant	agaçante
agaçant	agaçants
afro-cubain	afro-cubaine
agaçant	agaçantes
agacement	agacements
agacer	agaçaient
agacer	agaça
agacer	agaçais
agacer	agaçâmes
agacer	agaçant
agacer	agaças
agacer	agaçait
agacer	agaçasse
agacer	agaçasses
agacer	agaçassent
agacer	agaçassions
agacer	agaçassiez
agacer	agaçâtes
agacer	agaçai
agacer	agaçât
agacer	agacée
agacer	agace
agacer	agacé
agacer	agacera
agacer	agacées
agacer	agaceraient
agacer	agacerai
agacer	agacerais
agacer	agaceras
agacer	agacerait
agacer	agacèrent
agacer	agaceriez
agacer	agacerions
agacer	agacent
agacer	agacerons
agacer	agaces
agacer	agacerez
agacer	agaceront
agacer	agaciez
agacer	agacés
agacer	agaçons
agacerie	agaceries
agacer	agacions
agami	agamis
agacer	agacez
agapanthe	agapanthes
agar-agar	agars-agars
agaric	agarics
agape	agapes
agasse	agasses
agave	agaves
agavé	agavés
agame	agames
agate	agates
age	ages
agence	agences
agencement	agencements
agencer	agença
agencer	agençai
agencer	agençaient
agencer	agençait
agencer	agençâmes
agencer	agenças
agencer	agençais
agencer	agençasse
agencer	agençasses
agencer	agençassent
agencer	agençassions
agencer	agençât
agencer	agençassiez
agencer	agence
agencer	agencé
agencer	agencée
agencer	agençant
agencer	agençâtes
agencer	agencent
agencer	agencées
agencer	agenceraient
agencer	agencerais
agencer	agencerait
agencer	agenceras
agencer	agencèrent
agencer	agencera
agencer	agencerai
agencer	agenceriez
agencer	agencerons
agencer	agencerions
agencer	agencerez
agencer	agenceront
agencer	agencez
agencer	agencés
agencer	agencions
agencer	agenciez
agencer	agençons
agenouillé	agenouillée
agenouillé	agenouillées
agencer	agences
agenouillé	agenouillés
agenouiller	agenouillai
agenda	agendas
agenouiller	agenouilla
agenouiller	agenouillais
agenouiller	agenouillaient
agenouiller	agenouillant
agenouiller	agenouillâmes
agenouiller	agenouillait
agenouiller	agenouillasse
agenouiller	agenouillassent
agenouiller	agenouillasses
agenouiller	agenouillassiez
agenouiller	agenouillassions
agenouiller	agenouillâtes
agenouiller	agenouillât
agenouiller	agenouillé
agenouiller	agenouillée
agenouiller	agenouille
agenouiller	agenouillées
agenouiller	agenouillera
agenouiller	agenouillent
agenouiller	agenouillerai
agenouiller	agenouilleraient
agenouiller	agenouillerais
agenouiller	agenouillerait
agenouiller	agenouillèrent
agenouiller	agenouillerez
agenouiller	agenouilleras
agenouiller	agenouilleriez
agenouiller	agenouillerions
agenouiller	agenouilleront
agenouiller	agenouillas
agenouiller	agenouillés
agenouiller	agenouillerons
agenouiller	agenouillez
agenouiller	agenouilliez
agenouiller	agenouillions
agenouiller	agenouillons
agent	agents
agent	agente
agenouiller	agenouilles
agglomérat	agglomérats
aggiornamento	aggiornamentos
agglomération	agglomérations
aggloméré	agglomérés
agglomérer	aggloméraient
agglomérer	agglomérais
agglomérer	aggloméra
agglomérer	agglomérai
agglomérer	agglomérait
agglomérer	aggloméras
agglomérer	agglomérâmes
agglomérer	agglomérasse
agglomérer	agglomérassent
agglomérer	agglomérasses
agglomérer	agglomérassiez
agglomérer	agglomérassions
agglomérer	agglomérât
agglomérer	agglomérâtes
agglomérer	agglomère
agglomérer	agglomérant
agglomérer	agglomérées
agglomérer	agglomèrent
agglomérer	agglomérée
agglomérer	agglomérerai
agglomérer	aggloméreraient
agglomérer	agglomérerais
agglomérer	agglomérera
agglomérer	agglomérerait
agglomérer	agglomérèrent
agglomérer	agglomérerez
agglomérer	aggloméré
agglomérer	aggloméreras
agglomérer	agglomérerons
agglomérer	agglomérerions
agglomérer	agglomérés
agglomérer	aggloméreriez
agglomérer	aggloméreront
agglomérer	agglomérez
agglomérer	agglomériez
agglomérer	agglomérions
agglutiner	agglutina
agglomérer	agglomérons
agglomérer	agglomères
agglutiner	agglutinaient
agglutiner	agglutinait
agglutiner	agglutinai
agglutiner	agglutinais
agglutiner	agglutinas
agglutiner	agglutinâmes
agglutiner	agglutinant
agglutiner	agglutinasse
agglutiner	agglutinassent
agglutiner	agglutinassions
agglutiner	agglutinât
agglutiner	agglutinassiez
agglutiner	agglutine
agglutiner	agglutinasses
agglutiner	agglutinâtes
agglutiner	agglutinée
agglutiner	agglutinées
agglutiner	agglutinera
agglutiner	agglutinerai
agglutiner	agglutinent
agglutiner	agglutineraient
agglutiner	agglutinerait
agglutiner	agglutineras
agglutiner	agglutinerais
agglutiner	agglutinèrent
agglutiner	agglutineriez
agglutiner	agglutinerez
agglutiner	agglutinerions
agglutiner	agglutiné
agglutiner	agglutineront
agglutiner	agglutinés
agglutiner	agglutinerons
agglutiner	agglutines
agglutiner	agglutiniez
agglutiner	agglutinions
aggravant	aggravante
agglutiner	agglutinons
agglutiner	agglutinez
aggravation	aggravations
aggravant	aggravantes
aggraver	aggravai
aggravant	aggravants
aggraver	aggravais
aggraver	aggravaient
aggraver	aggravâmes
aggraver	aggrava
aggraver	aggravait
aggraver	aggravasse
aggraver	aggravassent
aggraver	aggravasses
aggraver	aggravas
aggraver	aggravassiez
aggraver	aggravassions
aggraver	aggravâtes
aggraver	aggrave
aggraver	aggravât
aggraver	aggravant
aggraver	aggravées
aggraver	aggravent
aggraver	aggravée
aggraver	aggraverai
aggraver	aggraveraient
aggraver	aggravé
aggraver	aggravera
aggraver	aggraverait
aggraver	aggravèrent
aggraver	aggraveras
aggraver	aggraverais
aggraver	aggraverions
aggraver	aggraverons
aggraver	aggraveront
aggraver	aggraves
aggraver	aggraveriez
aggraver	aggraverez
aggraver	aggraviez
aggraver	aggravez
aggraver	aggravions
aggraver	aggravés
agile	agiles
aggraver	aggravons
agilité	agilités
agir	agi
agha	aghas
agir	agîmes
agio	agios
agir	agirai
agir	agiraient
agir	agirais
agir	agirait
agir	agiras
agir	agirent
agir	agirez
agir	agiriez
agir	agirions
agir	agira
agir	agirons
agir	agis
agir	agiront
agir	agissais
agir	agissaient
agir	agissant
agir	agie
agir	agisse
agir	agisses
agir	agissent
agir	agissait
agir	agissions
agir	agissons
agir	agissez
agir	agissiez
agir	agîtes
